nomination_id,award_id,year,title_id,actor_id,network_id,category_id,role,episode,producers,winner
57,1,2017,333,0,6,10,,,"Donald Glover, Paul Simms and Dianne McGunigle, executive producers; Hiro Murai, producer; Alex Orr, produced by",False
58,1,2018,333,0,6,10,,,"Donald Glover, Paul Simms, Dianne McGunigle and Stephen Glover, executive producers; Hiro Murai, co-executive producer; Stefani Robinson, producer; Alex Orr, produced by",False
59,1,2020,344,0,6,10,,,"Jemaine Clement, Taika Waititi, Paul Simms, Scott Rudin, Garrett Basch, Eli Bush and Stefani Robinson, executive producers; Sam Johnson, co-executive producer; Derek S. Rappaport, produced by; Marika Sawyer, consulting producer",False
60,1,2022,344,0,6,10,,,"Jemaine Clement, Taika Waititi, Paul Simms, Garrett Basch, Eli Bush and Stefani Robinson, executive producers; Sam Johnson, Yana Gorskaya, Kyle Newacheck and Marika Sawyer, co-executive producers; Ingrid Lageder, producer; Derek S. Rappaport, produced by",False
61,1,2014,327,0,8,10,,,"Jenji Kohan, executive producer; Sara Hess, Michael Trim and Lisa I. Vinnecour, co-executive producers; Gary Lennon, supervising producer; Neri Kyle Tannenbaum, produced by; Mark A. Burley, consulting producer",False
62,1,2015,330,0,8,10,,,"Jeff Richmond, David Miner, Jack Burditt, Tina Fey and Robert Carlock, executive producers; Allison Silverman and Eric Gurian, co-executive producers; Dan Rubin and Lon Zimmet, supervising producers; Sam Means and Dara Schnapper, producers; Jerry Kupfer, produced by",False
63,1,2016,330,0,8,10,,,"Robert Carlock, Tina Fey, Jeff Richmond and David Miner, executive producers; Allison Silverman, Josh Siegal, Dylan Morgan and Eric Gurian, co-executive producers; Sam Means, Dan Rubin and Leila Strachan, supervising producers; Dara Schnapper, producer; Jerry Kupfer, produced by",False
64,1,2017,330,0,8,10,,,"Robert Carlock, Tina Fey, Jeff Richmond and David Miner, executive producers; Sam Means, Dan Rubin, Allison Silverman, Leila Strachan and Eric Gurian, co-executive producers; Meredith Scardino and Dara Schnapper, producers; Jerry Kupfer, produced by",False
65,1,2018,330,0,8,10,,,"Tina Fey, Robert Carlock, Jeff Richmond, David Miner and Sam Means, executive producers; Dan Rubin, Leila Strachan, Eric Gurian and Meredith Scardino, co-executive producers; Jerry Kupfer, produced by",False
66,1,2016,332,0,8,10,,,"Aziz Ansari, Alan Yang, Michael Schur, David Miner and Dave Becky, executive producers; Harris Wittels, co-executive producer; Igor Srubshchik, produced by",False
67,1,2017,332,0,8,10,,,"Aziz Ansari, Alan Yang, Michael Schur, David Miner, Dave Becky and Igor Srubshchik, executive producers; Andy Blitz, co-executive producer; Eric Wareheim, supervising producer",False
68,1,2018,336,0,8,10,,,"Jenji Kohan, Liz Flahive, Carly Mensch and Tara Herrmann, executive producers; Mark A. Burley, co-executive producer; Nick Jones, supervising producer; Sascha Rothchild, producer; Leanne Moore, produced by",False
69,1,2019,339,0,8,10,,,"Natasha Lyonne, Leslye Headland, Amy Poehler, Dave Becky, Tony Hernandez, Lilly Burns and Allison Silverman, executive producers; Kate Arend and John Skidmore, producers; Ryan McCormick, produced by",False
70,1,2020,341,0,8,10,,,"Liz Feldman, Will Ferrell, Adam McKay, Jessica Elbaum, Christina Applegate and Christie Smith, executive producers; Linda Cardellini, Cara DiPaolo, Jessi Klein, Elizabeth Benjamin, Dan Dietz and Joe Hardesty, co-executive producers; Buddy Enright and Denise Pleune, producers",False
71,1,2020,343,0,8,10,,,"Chuck Lorre, Alan J. Higgins and Michael Douglas, executive producers; Andy Tennant and Beth McCarthy-Miller, producers; Marlis Pujol, produced by",False
72,1,2021,343,0,8,10,,,"Alan J. Higgins, Michael Douglas, and Chuck Lorre, executive producers; Marlis Pujol, co-executive producer; Andy Tennant, producer",False
73,1,2021,346,0,8,10,,,"Hayden Schlossberg, Jon Hurwitz, Josh Heald, Caleeb Pinkett, Susan Ekins, James Lassiter, and Will Smith, executive producers; Ralph Macchio and William Zabka, co-executive producers; Luan Thomas, Joe Piarulli, and Michael Jonathan Smith, supervising producers; Stacey Harman and Bob Dearden, producers; Bob Wilson, produced by",False
74,1,2021,347,0,8,10,,,"Andrew Fleming, Tony Hernandez, Lilly Burns, and Darren Star, executive producers; Alison Brown, co-executive producer; Grant Sloss, supervising producer; Stephen Joel Brown, Shihan Fey, Jake Fuller, Lily Collins, and Raphaël Benoliel, producers",False
75,1,2015,329,0,9,10,,,"Joey Soloway (as Jill Soloway), executive producer; Andrea Sperling, co-executive producer; Bridget Bedard, supervising producer; Victor Hsu, produced by; Rick Rosenthal and Nisha Ganatra, consulting producers",False
76,1,2016,329,0,9,10,,,"Joey Soloway (as Jill Soloway) and Andrea Sperling, executive producers; Victor Hsu and Bridget Bedard, co-executive producers; Noah Harpster and Micah Fitzerman-Blue, producers; Rick Rosenthal, consulting producer",False
77,1,2018,334,0,16,10,,,"Amy Sherman-Palladino and Daniel Palladino, executive producers; Sheila Lawrence, co-executive producer; Dhana Rivera Gilbert, produced by",True
78,1,2019,334,0,16,10,,,"Amy Sherman-Palladino and Daniel Palladino, executive producers; Dhana Rivera Gilbert, co-executive producer; Sheila Lawrence, producer",False
79,1,2020,334,0,16,10,,,"Amy Sherman-Palladino and Daniel Palladino, executive producers; Dhana Rivera Gilbert, co-executive producer; Matthew Shapiro, Daniel Goldfarb, Kate Fodor and Sono Patel, producers",False
80,1,2022,334,0,16,10,,,"Daniel Palladino and Amy Sherman-Palladino, executive producers; Dhana Rivera Gilbert, co-executive producer; Daniel Goldfarb, supervising producer; Kate Fodor, Matthew Shapiro, Sal Carino and Nick Thomason, producers",False
81,1,2019,337,0,16,10,,,"Phoebe Waller-Bridge, Harry Bradbeer, Lydia Hampson, Harry Williams, Jack Williams and Joe Lewis, executive producers; Sarah Hammond, producer",True
82,1,2019,340,0,11,10,,,"Eugene Levy, Daniel Levy, David West Read, Andrew Barnsley, Fred Levy and Ben Feigin, executive producers; Michael Short and Rupinder Gill, co-executive producers; Colin Brunton, producer",False
83,1,2020,340,0,11,10,,,"Eugene Levy, Dan Levy, Andrew Barnsley, Fred Levy, David West Read and Ben Feigin, executive producers; Michael Short and Kurt Smeaton, co-executive producers; Kosta Orfanidis, producer",True
84,1,2021,345,0,13,10,,,"Bill Lawrence, Jason Sudeikis, Jeff Ingold, and Bill Wrubel, executive producers; Liza Katzer, co-executive producer; Jane Becker, Jamie Lee, and Kip Kroeger, supervising producers; Brendan Hunt, producer; Tina Pawlik, produced by; Joe Kelly, consulting producer",True
85,1,2022,345,0,13,10,,,"Bill Lawrence, Jason Sudeikis, Brendan Hunt, Joe Kelly, Jeff Ingold and Bill Wrubel, executive producers; Jane Becker, Jamie Lee and Liza Katzer, co-executive producers; Kip Kroeger and Declan Lowney, supervising producers; Leann Bowen and Ashley Nicole Black, producers; Andrew Warren, produced by",True
86,1,2021,348,0,15,10,,,"Greg Berlanti, Kaley Cuoco, Steve Yockey, Meredith Lavender, Marcie Ulin, and Sarah Schechter, executive producers; Suzanne McCormack and Jess Meyer, co-executive producers; Jennifer Lence and Erika Kennair, producers; Raymond Quinlan, produced by",False
87,1,2021,349,0,15,10,,,"Jen Statsky, Paul W. Downs, Lucia Aniello, Michael Schur, David Miner, and Morgan Sackett, executive producers; Joanna Calo, Andrew Law, and David Hyman, co-executive producers; Joe Mande and Jessica Chaffin, consulting producers",False
88,1,2022,349,0,15,10,,,"Jen Statsky, Lucia Aniello, Paul W. Downs, Michael Schur, David Miner and Morgan Sackett, executive producers; Joe Mande, Andrew Law and Aisha Muharrar, co-executive producers; Ashley Glazier and Samantha Riley, producers; Seth Edelstein, produced by; Jessica Chaffin, consulting producer",False
89,1,2021,350,0,12,10,,,"Maya Erskine, Anna Konkle, Sam Zvibleman, Debbie Liebling, Vera Santamaria, Marc Provissiero, Brooke Pobjoy, Andy Samberg, Jorma Taccone, Akiva Schaffer, Becky Sloviter, Shelley Zimmerman, Brin Lukens, and Jordan Levin, executive producers; Don Dunn and Scott Levine, producers; Jeremy Reitz, produced by",False
90,1,2022,352,0,12,10,,,"Dan Fogelman, Jess Rosenthal, Jamie Babbit, Steve Martin, Martin Short, Selena Gomez and John Hoffman, executive producers; Kristin Newman and Kirker Butler, co-executive producers; Ben Smith, Matteo Borghese and Rob Turbovsky, supervising producers; Thembi L. Banks, producer; Jane Raab, produced by",False
91,1,2010,357,0,10,2,,,"Damon Lindelof, J. J. Abrams, Carlton Cuse, Edward Kitsis, Adam Horowitz, Elizabeth Sarnoff, Jack Bender, Bryan Burk, and Jean Higgins, executive producers; Paul Zbyszewski, co-executive producer; Melinda Hsu Taylor and Ra'uf Glasgow, producers",False
92,1,2010,358,0,3,2,,,"Alan Ball and Gregg Fienberg, executive producers; Brian Buckner and Nancy Oliver, co-executive producers; Alexander Woo, supervising producer; Raelle Tucker and Mark McNair, producers",False
93,1,2011,359,0,3,2,,,"Terence Winter, Martin Scorsese, Mark Wahlberg, Stephen Levinson and Tim Van Patten, executive producers; Eugene Kelly and Lawrence Konner, co-executive producers; Howard Korder and Margaret Nagle, supervising producers; Rick Yorn and Rudd Simmons, producers",False
94,1,2012,359,0,3,2,,,"Terence Winter, Martin Scorsese, Mark Wahlberg, Stephen Levinson and Tim Van Patten, executive producers; Eugene Kelly and Howard Korder, co-executive producers; Rick Yorn and Joe Iberti, producers",False
95,1,2011,361,0,3,2,,,"David Benioff and D. B. Weiss, executive producers; George R. R. Martin, Vince Gerardis, Ralph Vicinanza, Guymon Casady and Carolyn Strauss, co-executive producers; Frank Doelger and Mark Huffam, producers",False
96,1,2012,361,0,3,2,,,"David Benioff, D. B. Weiss, Frank Doelger and Carolyn Strauss, executive producers; George R. R. Martin, Vanessa Taylor, Alan Taylor, Guymon Casady and Vince Gerardis, co-executive producers; Bernadette Caulfield, producer by",False
97,1,2013,361,0,3,2,,,"David Benioff, D. B. Weiss, Carolyn Strauss, Frank Doelger and Bernadette Caulfield, executive producers; Guymon Casady, Vince Gerardis, George R. R. Martin and Vanessa Taylor, co-executive producers; Chris Newman and Greg Spence, producers",False
98,1,2014,361,0,3,2,,,"David Benioff, D. B. Weiss, Carolyn Strauss, Frank Doelger and Bernadette Caulfield, executive producers; Vince Gerardis, Guymon Casady and George R. R. Martin, co-executive producers; Chris Newman and Greg Spence, producers",False
99,1,2015,361,0,3,2,,,"David Benioff, D. B. Weiss, Carolyn Strauss, Frank Doelger and Bernadette Caulfield, executive producers; Vince Gerardis, Guymon Casady and George R. R. Martin, co-executive producers; Chris Newman, Greg Spence, Lisa McAtackney and Bryan Cogman, producers",True
100,1,2016,361,0,3,2,,,"David Benioff, D. B. Weiss, Carolyn Strauss, Frank Doelger and Bernadette Caulfield, executive producers; Vince Gerardis, Guymon Casady and George R. R. Martin, co-executive producers; Bryan Cogman, supervising producer; Chris Newman, Greg Spence and Lisa McAtackney, producers",True
101,1,2018,361,0,3,2,,,"David Benioff, D. B. Weiss, Carolyn Strauss, Frank Doelger and Bernadette Caulfield, executive producers; George R. R. Martin, Guymon Casady, Vince Gerardis and Bryan Cogman, co-executive producers; Chris Newman, Lisa McAtackney and Greg Spence, producers",True
102,1,2019,361,0,3,2,,,"David Benioff, D. B. Weiss, Carolyn Strauss, Bernadette Caulfield, Frank Doelger, David Nutter and Miguel Sapochnik, executive producers; Vince Gerardis, Guymon Casady, George R. R. Martin and Bryan Cogman, co-executive producers; Chris Newman, Greg Spence, Lisa McAtackney and Duncan Muggoch, producers",True
103,1,2014,365,0,3,2,,,"Nic Pizzolatto, Cary Joji Fukunaga, Scott Stephens, Steve Golin, Woody Harrelson, Matthew McConaughey and Richard Brown, executive producers; Carol Cuddy, producer",False
104,1,2017,373,0,3,2,,,"J. J. Abrams, Jonathan Nolan, Lisa Joy and Bryan Burk, executive producers; Athena Wickham, Kathy Lingg, Richard J. Lewis, Roberto Patino and Katherine Lingenfelter, co-executive producers; Cherylanne Martin, producer",False
105,1,2018,373,0,3,2,,,"Jonathan Nolan, Lisa Joy, J. J. Abrams, Athena Wickham, Richard J. Lewis, Roberto Patino and Ben Stephenson, executive producers; Eugene Kelly, Ron Fitzgerald, Frederick E.O. Toye and Michael Polaire, co-executive producers; Carly Wray, Dan Dietz and Stephen Semel, producers; Jordan Goldberg, consulting producer",False
106,1,2019,378,0,3,2,,,"Jesse Armstrong, Adam McKay, Will Ferrell, Frank Rich, Kevin Messick, Mark Mylod and Jane Tranter, executive producers; Tony Roche, Lucy Prebble and Georgia Pritchett, co-executive producers; Jonathan Glatzer and Jon Brown, supervising producers; Dara Schnapper, producer; Jonathan Filley, produced by",False
